"indic","qdesc","sdesc","who_2016","ilab","subst","samb","dontask1","dontask2","dontask3","dontask4","dontask5","dontask6","dontask7","dontask8","doaskif","nnonly","a_nrp","a_pend_6w","a_preg","b_0101","b_0102","b_0103","b_0104","b_0105","b_0106","b_0107","b_0108","b_0109","b_0110","b_0111","b_0112","b_0199","b_0201","b_0202","b_0203","b_0204","b_0205","b_0299","b_0301","b_0302","b_0303","b_0401","b_0402","b_0403","b_0499","b_0501","b_0502","b_0601","b_0602","b_0701","b_0801","b_0901","b_0902","b_0903","b_0904","b_0905","b_0906","b_0907","b_0908","b_0999","b_1001","b_1002","b_1003","b_1004","b_1006","b_1099","b_1101","b_1102","b_1201","b_1202","b_1203","b_1204","b_1205","b_1206","b_1207","b_1208","b_1209","b_1210","b_1299","b_9800","c_cult","c_emer","c_hsys","c_inev","c_know","c_resr"
"i363o","At birth, was the baby smaller than normal (weighing under 2.5 kg)?","bwt small","W610363-o","W610363-o (bwt small)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","i365oY","","i114oY","i362oN","","N","N","N","C","C","D","D","D","D","C","D","N","E","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","D","D","D","D","C","N","N","N","N","N","N","N","N","N","A+","C","C","C","D","A","B+","B+","E","E","E","E","E","D","E","N","D","E","D","E","D","C","D","C","D","C"
"i364o","At birth, was the baby very much smaller than usual, (weighing under 1 kg)?","bwt vsmall","W610364-o","W610364-o (bwt vsmall)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","","i365oY","i114oY","i363oY","","N","N","N","C","C","D","D","D","D","C","D","N","E","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","D","D","D","D","C","N","N","N","N","N","N","N","N","N","I","C","C","B","D","C","A","A","E","E","E","E","E","D","E","N","D","E","D","E","D","C","D","C","D","D"
"i365o","At birth, was the baby larger than normal (weighing over 4.5 kg)?","bwt big","W610365-o","W610365-o (bwt big)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","","i363oY","i114oY","i362oN","","N","N","N","C","C","D","D","D","D","C","D","N","E","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","N","D","D","D","D","B","B","B","E","E","E","E","E","D","E","N","D","E","D","E","D","D","D","C","D","D"
"i367a","Was the baby born during the ninth month (at least 37 weeks) of pregnancy?","gest 9m","W610367-a","W610367-a (gest 9m)","N","M","i022dY","i022eY","i022cY","i022aY","i022bY","","","i114oY","","","N","N","N","D","D","D","D","D","D","C+","D","N","E","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","A-","B","C","C","E","B","B","B","E","E","E","E","E","D","E","N","D","E","D","E","C","C","C","C","C","C"
"i367b","Was the baby born during the eighth month (34 to 37 weeks) of pregnancy?","gest 8m","W610367-b","W610367-b (gest 8m)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","i367cY","","i114oY","i367aN","","N","N","N","C","C","D","D","D","C","C+","D","N","E","N","N","D","N","N","N","N","N","N","N","C","N","D","E","D","D","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","A+","C","B-","C","E","C","A","A","E","E","E","E","E","D","E","N","D","E","D","E","D","D","D","D","D","D"
"i367c","Was the baby born before the eighth month (less than 34 weeks) of pregnancy?","gest 7m","W610367-c","W610367-c (gest 7m)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","i367bY","","i114oY","i367aN","","N","N","N","C","C","D","D","D","D","D","D","N","E","N","N","D","N","N","N","N","N","N","N","C","N","D","E","D","D","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","I","D","C-","B-","E","D","A","A","E","E","E","E","E","D","E","N","D","E","D","E","D","C","C","C","D","D"
"i368o","Were there any complications in the late part of the pregnancy (defined as the last 3 months), but before labour?","cmp bf lab","W610368-o","W610368-o (cmp bf lab)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","B-","B","C+","B-","D","C","A","A","N","N","N","N","N","N","N","N","N","N","N","N","D","C","D","C","D","D"
"i369o","Were there any complications during labour or delivery?","cmp in lab","W610369-o","W610369-o (cmp in lab)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","","","","","","N","N","N","C","C","D","C-","D","D","C-","C","N","E","N","N","D","N","N","D","D","D","D","N","D","N","D","E","D","D","N","D","D","D","D","C-","N","N","N","N","N","N","N","N","N","B","A","C-","B","C-","A","A","A","E","E","E","E","E","D","E","N","D","E","D","E","D","C","C","C","D","D"
"i370o","Was any part of the baby physically abnormal at time of delivery? (for example: body part too large or too small, additional growth on body)?","abnorm","W610370-o","W610370-o (abnorm)","Y","M","i022bY","i022aY","i022cY","","","","","i114oY","","","N","N","N","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","D","D","C","E","D","C-","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","N","N","N","N","I","N","A-","A-","D","D","D","D","D","D","D","N","C","D","D","E","B","D","C","B","D","D"
"i371o","Did the baby/child have a swelling or defect on the back?","abn back","W610371-o","W610371-o (abn back)","Y","M","i022bY","i022aY","i022cY","","","","","i114oY","i370oY","","N","N","N","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","N","E","E","E","E","E","N","N","N","N","N","N","N","N","N","N","E","E","E","A+","E","B","B","D","D","D","D","D","D","D","N","C","D","D","E","B","D","C","B","D","D"
"i372o","Did the baby/child have a very large head?","abn lg hd","W610372-o","W610372-o (abn lg hd)","Y","M","i022bY","i022aY","i022cY","i373oY","","","","i114oY","i370oY","","N","N","N","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","N","E","E","E","E","E","N","N","N","N","N","N","N","N","N","N","E","E","E","A+","E","B","B","D","D","D","D","D","D","D","N","C","D","D","E","B","D","C","B","D","D"
"i373o","Did the baby/child have a very small head?","abn sm hd","W610373-o","W610373-o (abn sm hd)","Y","M","i022bY","i022aY","i022cY","i372oY","","","","i114oY","i370oY","","N","N","N","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","N","E","E","E","E","E","N","N","N","N","N","N","N","N","N","N","E","E","E","A+","E","B","B","D","D","D","D","D","D","D","N","C","D","D","E","B","D","C","B","D","D"
"i376o","Was the baby moving in the last few days before the birth?","bab mov","W610376-o","W610376-o (bab mov)","N","M","","","","","","","","","","i022gY","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","E","E","E","E","E","E","A+","A+","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D","B","D","D"
"i377o","Did the baby stop moving in the womb before labour started?","bab st mov","W610377-o","W610377-o (bab st mov)","Y","M","","","","","","","","","i376oY","","N","N","N","N","N","N","D","N","N","C","D","N","E","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","E","E","E","E","C","E","A+","A+","E","E","E","E","E","D","E","N","D","E","D","E","D","C-","D","C","D","D"
"i382a","Did labour and delivery take more than 24 hours?","lab 24+h","W610382-a","W610382-a (lab 24+h)","Y","M","","","","","","","","","","i022gY","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","A","C","B","C","D","A","A","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D","C","D","D"
"i383o","Was the baby born 24 hours or more after the waters broke?","born 24+h w","W610383-o","W610383-o (born 24+h w)","Y","M","","","","","","","","","","i022gY","N","N","N","N","N","N","C","N","N","C","C","N","E","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","D","D","B","A","D","B","A","A","E","E","E","E","E","D","E","N","D","E","D","E","D","D","D","C","D","D"
"i384o","Was the liquor foul smelling when the waters broke?","liq smell","W610384-o","W610384-o (liq smell)","Y","M","","","","","","","","","","i022gY","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","C","C","C-","B","D","C","B","A","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D","C","D","D"
"i385a","Was the liquor a green or brown colour when the waters broke?","liq gr-br","W610385-a","W610385-a (liq gr-br)","Y","M","","","","","","","","","","i022gY","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","C","C","D","B","D","D","B","A","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D","C","D","D"
"i387o","Was the delivery normal vaginal, without forceps or vacuum?","born n del","W610387-o","W610387-o (born n del)","N","M","","","","","","","","","","i022gY","N","N","N","N","N","N","D","N","N","D","E","N","N","N","N","E","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","D","A","E","B","D","E","B","B","E","E","E","E","E","E","E","N","E","E","E","E","D","C","D","D","D","D"
"i388o","Was the delivery vaginal, with forceps or vacuum?","born as del","W610388-o","W610388-o (born as del)","Y","M","i389oY","","","","","","","","i387oN","","N","N","N","N","N","N","D","N","N","D","D","N","N","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","E","D","D","C","D","D","A","A","E","E","E","E","E","E","E","N","E","E","E","E","D","C","C","D","D","D"
"i389o","Was the delivery a Caesarean section?","born cs","W610389-o","W610389-o (born cs)","Y","M","i388oY","","","","","","","","i387oN","","N","N","N","N","N","N","D","N","N","D","D","N","N","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","E","E","D","D","D","C","B","B","E","E","E","E","E","E","E","N","E","E","E","E","D","B","B","D","D","D"
"i391o","Did the child's mother receive any vaccinations since reaching adulthood including during this pregnancy?","moth vacc","W610391-o","W610391-o (moth vacc)","N","M","","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","D","D","B","B","E","C","E","E","E","N","N","N","N","N","N","E","E","E","E","E","D","E","N","E","D","E","N","N","N","N","N","N","N","N","N","N","N","B","B+","B","B","D","C","B+","B+","E","E","E","E","E","E","E","N","E","E","E","N","B","D","C","D","B","D"
"i393o","Did the mother receive tetanus toxoid (TT) vaccine?","moth ttv","W610393-o","W610393-o (moth ttv)","N","M","","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","N","N","D","C","N","N","N","N","N","N","N","N","N","N","N","D","D","D","D","E","D","D","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","B","D","C","C","A-","C","B","B","E","E","E","E","E","E","E","N","E","E","E","E","B","D","C","D","B","D"
"i394a","Was this baby born from the mother's first pregnancy?","born 1st pr","W610394-a","W610394-a (born 1st pr)","Y","M","i394bY","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","N","N","D","E","N","N","N","N","E","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","D","D","D","D","D","D","A","A","E","E","E","E","E","E","E","N","E","E","E","E","D","D","D","D","D","D"
"i394b","Did the baby's mother have four or more births before this one?","born 4+ pr","W610394-b","W610394-b (born 4+ pr)","Y","M","i394aY","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","N","N","D","E","N","N","N","N","E","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","D","D","D","D","D","D","A","A","E","E","E","E","E","E","E","N","E","E","E","E","D","D","D","D","D","D"
"i395o","During labour, did the baby's mother suffer from fever?","moth fev","W610395-o","W610395-o (moth fev)","Y","M","","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","N","N","D","E","N","N","N","N","E","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","D","D","D","C","D","D","B","A","E","E","E","E","E","E","E","N","E","E","E","E","D","D","D","D","D","D"
"i396o","During the last 3 months of pregnancy, labour or delivery, did the baby's mother suffer from high blood pressure?","moth hypt","W610396-o","W610396-o (moth hypt)","Y","M","","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","N","N","D","E","N","N","N","N","E","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","D","D","E","E","D","D","A","A","E","E","E","E","E","E","E","N","E","E","E","E","D","D","D","D","D","D"
"i397o","Did the baby's mother have diabetes mellitus?","moth diab","W610397-o","W610397-o (moth diab)","Y","M","","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","N","N","D","E","N","N","N","N","E","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","D","D","E","E","E","D","A","A","E","E","E","E","E","E","E","N","E","E","E","E","D","D","D","D","D","D"
"i398o","Did the baby's mother have foul smelling vaginal discharge during pregnancy or after delivery?","moth disch","W610398-o","W610398-o (moth disch)","Y","M","","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","N","N","D","E","N","N","N","N","B","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","E","D","B","A","D","D","B","A","E","E","E","E","E","E","E","N","E","E","E","E","D","D","D","D","D","D"
"i399o","During the last 3 months of pregnancy, labour or delivery, did the baby's mother suffer from convulsions?","moth conv","W610399-o","W610399-o (moth conv)","Y","M","","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","N","N","D","E","N","N","N","N","E","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","D","D","D","D","D","D","A","A","E","E","E","E","E","E","E","N","E","E","E","E","D","D","D","D","D","D"
"i400o","During the last 3 months of pregnancy did the baby's mother suffer from blurred vision?","moth bl vis","W610400-o","W610400-o (moth bl vis)","Y","M","","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","N","N","D","E","N","N","N","N","E","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","E","D","D","D","D","D","A","A","E","E","E","E","E","E","E","N","E","E","E","E","D","D","D","D","D","D"
"i401o","Did the baby's mother have severe anaemia?","moth anaem","W610401-o","W610401-o (moth anaem)","Y","M","","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","N","N","D","E","N","N","N","N","E","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","C","C","D","D","D","D","A","A","E","E","E","E","E","E","E","N","E","E","E","E","D","D","D","D","D","D"
"i402o","Did the baby's mother have vaginal bleeding during the last 3 months of pregnancy but before labour started?","moth bleed","W610402-o","W610402-o (moth bleed)","Y","M","","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","N","N","D","E","N","N","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","E","D","C","C","D","D","A","A","E","E","E","E","E","E","E","N","E","E","E","E","D","D","D","D","D","D"
"i403o","Did the baby's bottom, feet, arm or hand come out of the vagina before its head?","breech","W610403-o","W610403-o (breech)","Y","M","","","","","","","","i114oY","","i022gY","N","N","N","N","N","N","D","N","N","C","D","N","E","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","B","B","C","B","D","B","A","A","E","E","E","E","E","D","E","N","D","E","D","E","D","C","C","C","D","D"
"i404o","Was the umbilical cord wrapped more than once around the baby's neck at birth?","cord wrap","W610404-o","W610404-o (cord wrap)","Y","M","","","","","","","","","","i022gY","N","N","N","N","N","N","D","N","N","D","D","N","E","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","D","A","D","D","D","B","A","B","E","E","E","E","E","D","E","N","D","E","D","E","D","C","D","D","D","D"
"i405o","Was the umbilical cord delivered first?","cord first","W610405-o","W610405-o (cord first)","Y","M","","","","","","","","","","i022gY","N","N","N","N","N","N","D","N","N","D","D","N","E","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","B","A","D","D","D","D","A","C","E","E","E","E","E","D","E","N","D","E","D","E","D","C","D","D","D","D"
"i406o","Was the baby blue in colour at birth?","born blue","W610406-o","W610406-o (born blue)","Y","M","","","","","","","","","","i022gY","N","N","N","N","N","N","D","N","N","D","D","N","E","N","N","D","N","N","N","N","N","N","N","D","N","C","E","D","C","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","B","A+","C-","C-","C-","D","A","B","E","E","E","E","E","D","E","N","D","E","D","E","D","C","C","C","D","D"
"i408o","Before the illness that led to death, was the baby/child growing normally?","grow norm","W610408-o","W610408-o (grow norm)","N","M","i022cY","i022dY","i022bY","i022aY","","","","i114oY","","","N","N","N","C-","C-","B+","C-","C-","C-","C-","C-","D","C-","E","E","D","E","E","E","E","E","E","D","B","D","D","D","C","D","N","D","D","D","D","C-","N","N","N","N","N","N","N","N","N","B+","C-","C-","C-","A","D","N","N","D","D","D","D","D","D","D","N","D","D","D","E","D","D","D","C","D","D"
"i411o","Did (s)he drink alcohol?","alco","W610411-o","W610411-o (alco)","Y","B","i022gY","i022fY","i022dY","i022eY","","","","","","","B+","B","B-","B+","B+","C","C","C","C","C","C","B+","D","C","D","B","A","A","B-","B","B-","B","C","C","B","B+","B","C-","B+","C","C","A-","A-","C","C","C","C","C","C","C","C","C","C","C","N","N","N","N","N","N","N","N","B+","B","B","B+","B","B","A-","B+","B+","B","A-","B","D","C","C","D","C","D"
"i412o","Did (s)he use tobacco?","tobac","W610412-o","W610412-o (tobac)","Y","B","i022gY","i022fY","i022dY","i022eY","","","","","","","B","B","B","B","B","C","C","C","C","C","C","C","D","C","D","B","B","B","A","B","B","B","C","C","C","B","B","C","B","A","C","C","C","C","C","C","C","C","C","C","C","C","C","C","N","N","N","N","N","N","N","N","B","B","B","B","B","B","B","B","B","B","B","B","D","C","C","C","C","D"
"i413o","Did (s)he smoke tobacco (cigarette, cigar, pipe, etc.)?","smoke","W610413-o","W610413-o (smoke)","Y","B","i022gY","i022fY","i022dY","i022eY","","","","","i412oY","","B+","B","B-","B+","B+","C","C","C","C","C","C","B+","D","C","D","B","B","B+","A","B","B+","B+","C","C","C","A-","B+","C-","A-","A+","C","C","C","C","C","C","C","C","C","C","C","C","C","C","N","N","N","N","N","N","N","N","B","B","B","B","B","B","B","B","B","B","B","B","D","C","C","C","C","D"
"i414a","Did (s)he use non-smoking tobacco?","tobac ns","W610414-a","W610414-a (tobac ns)","Y","B","i022gY","i022fY","i022dY","i022eY","","","","","i412oY","","B+","B","B-","E","C-","C+","C","C-","E","E","E","C+","E","D","D","C","D+","C","C","C-","D+","C+","E","E","C+","C+","B-","E","C+","C","D+","E","C+","C+","D+","D","D","D-","D-","D","D","D-","D","D","N","N","N","N","N","N","N","N","C","E","C+","C-","C-","D+","C-","C","C","C-","C-","C+","D","C","C","D","C","D"
"i415a","Did (s)he smoke at least 10 cigarettes daily?","cigs >10","W610415-a","W610415-a (cigs >10)","Y","B","i022gY","i022fY","i022dY","i022eY","","","","","i412oY","","B+","B","B-","E","C","C","C-","D","E","E","E","C","E","E","E","C-","D","C-","A","D+","D","C-","E","E","C","C","C+","E","C-","C","D-","E","C","C","D","D","D","D","D","D","D","D-","D","D","N","N","N","N","N","N","N","N","C","E","C-","D+","D+","D-","C-","C-","C","D+","C-","C-","D","C","C","C","C","D"
"i418o","Did (s)he receive any treatment for the illness that led to death?","treat","W610418-o","W610418-o (treat)","Y","B","","","","","","","","","","","A","A+","A+","A","A","A","B","B","B","B","B","B","B","B","B","B","A","A","A","A","A","A","B","B","A","B","B","A","A","A","A","A","A","A","B","B","C","B","B","B","B","B","B","B","B","B","B","B","B","B","N","N","C","C","C","C","C","C","C","C","C","C","C","A","E","D","D","D","D-","C"
"i419o","Did (s)he receive oral rehydration salts?","tr ors","W610419-o","W610419-o (tr ors)","Y","B","","","","","","","","","i418oY","","B","B","B","C","C","C","A","B","C","C","C","C","C","B","B","C","D","D","D","D","D","D","D","B","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","N","N","D","D","D","D","D","D","D","D","D","D","D","D","E","D","D","D","D-","C"
"i420o","Did (s)he receive (or need) intravenous fluids (drip) treatment?","tr drip","W610420-o","W610420-o (tr drip)","Y","B","","","","","","","","","i418oY","","B","B","B","B","B","B","B","B","B","B","B","B","B","A","A","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","D","D","B","B","B","B","N","N","B","B","B","B","B","B","B","B","B","B","B","B","E","D","D","D","D-","B"
"i421o","Did (s)he receive (or need) a blood transfusion?","tr blood","W610421-o","W610421-o (tr blood)","Y","B","i022gY","","","","","","","","i418oY","","B-","A","B+","C","C","C","C","B","C","C","C","C","D","A","A","C","C","C","C","C","C","B","A","C","C","C","C","B+","C","C","C","C","C","C","C","A","A","B-","I","B+","B","I","A+","C","N","N","C","C","N","N","N","N","B","C","C","C","C","C","C","C","C","C","B","C","E","C","D","D","D-","B"
"i422o","Did (s)he receive (or need) treatment/food through a tube passed through the nose?","tr ngt","W610422-o","W610422-o (tr ngt)","Y","B","","","","","","","","","i418oY","","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","A","B","B","A-","B","B","B","B","B","B","B","B","C","C","C","C","C","C","C","C","C","B","B","B","B","B","B","N","N","C","C","C","C","C","C","C","C","C","C","C","B","E","D","D","D","D-","B"
"i423o","Did (s)he receive (or need) injectable antibiotics?","tr inj ab","W610423-o","W610423-o (tr inj ab)","Y","B","","","","","","","","","i418oY","","B-","B+","B+","B","B","B","C","C","C","A","C","C","A","E","E","A","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+","C","B","C","A+","A","B+","B+","A","I","B+","A","A-","C","C","C","B","D","C","N","N","B","C","C","C","C","C","C","C","C","C","B","C","E","D","D","D","D-","B"
"i424o","Did (s)he receive (or need) antiretroviral therapy (ART)?","tr art","W610424-o","W610424-o (tr art)","Y","B","","","","","","","","","i418oY","","B+","C","C","E","E","A+","E","E","E","E","E","D","E","D","D","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","D","D","D","D","D","D","D","D","D","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","E","E","D","D","D","D-","D"
"i425o","Did (s)he have (or need) an operation for the illness?","tr oper","W610425-o","W610425-o (tr oper)","Y","B","","","","","","","","","i418oY","","C-","C","C+","D","D","C-","D","D","D","D","D","D","N","D","D","D","B+","B+","B+","B+","B+","B+","C-","C-","C-","C-","C-","C-","C-","C-","C-","B","C-","C-","C","B","B","C","B","B","D","D","B+","D","N","N","E","D","D","C","N","N","B","C-","C-","C-","C-","C-","C-","C-","C-","C-","B-","C-","E","C","D","D","D-","B"
"i426o","Did (s)he have the operation within 1 month before death?","tr op <1m","W610426-o","W610426-o (tr op <1m)","Y","B","","","","","","","","","i425oY","","C-","C","C","D","D","D","D","D","D","D","D","D","D","N","N","D","B","B","B","B","B","B","C-","C-","C-","C-","C-","C-","C","C-","C-","B","C-","C-","C-","B","B","C","B","B","D","D","B+","C","N","N","N","N","C-","N","N","N","B","C-","C-","C-","C-","C-","C-","C-","C-","C-","C","C-","E","C","D","D","D-","D"
"i427o","Was (s)he discharged from hospital very ill?","tr disc ill","W610427-o","W610427-o (tr disc ill)","Y","B","","","","","","","","","i418oY","","C+","C+","C+","C+","C+","A","C+","C-","C+","D","C+","C+","N","E","E","C-","B+","B+","B+","B+","B+","B+","C+","C+","C+","C+","B-","C+","C+","B","D-","C+","A-","C+","B+","C","C","C","C","C","C","C","C","C","D","N","N","N","C+","N","N","N","C+","C+","C+","C+","C+","C+","C+","C+","C+","C+","C+","C+","A","E","D","A+","B","A"
"i428o","Did (s)he receive appropriate immunizations?","immun","W610428-o","W610428-o (immun)","N","B","i022bY","i022cY","i022aY","i022gY","","","","","","","A","E","E","B","B","D","B","B","B","B","C","E","C","D","D","D","E","E","E","E","E","E","D","B","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","A","C","C","C","C","C","C","C","D","D","D","D","D","D","D","N","D","D","D","E","A","D","C","D","A","D"
"i450o","In the final days before death, did s/he travel to a hospital or health facility?","q trav","W610450-o","W610450-o (q trav)","N","B","","","","","","","","","","","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","A","B","D","B","C","B"
"i451o","Did (s)he use motorised transport to get to the hospital or health facility?","q trans","W610451-o","W610451-o (q trans)","N","B","","","","","","","","","i450oY","","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","D","D","C","D","A"
"i452o","Were there any problems during admission to the hospital or health facility?","q admit","W610452-o","W610452-o (q admit)","Y","B","","","","","","","","","i450oY","","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","C","E","A","C","C","D"
"i453o","Were there any problems with the way (s)he was treated (medical treatment, procedures, interpersonal attitudes, respect, dignity) in the hospital or health facility?","q treat","W610453-o","W610453-o (q treat)","Y","B","","","","","","","","","i450oY","","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","C","D","A","B","C","D"
"i454o","Were there any problems getting medications, or diagnostic tests in the hospital or health facility?","q meds","W610454-o","W610454-o (q meds)","Y","B","","","","","","","","","i450oY","","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","D","C","A","B","D","B"
"i455o","Does it take more than 2 hours to get to the nearest hospital or health facility from the deceased's household?","q dist","W610455-o","W610455-o (q dist)","Y","B","","","","","","","","","","","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","C","A","B","C","C","C"
